id,observed_on,quality_grade,place_guess,latitude,longitude,private_latitude,private_longitude,scientific_name,common_name
12806431,2018-05-15,research,"Mohihi Road, Kauai, HI, USA",22.133365,-159.6351883333,,,Erigeron karvinskianus,Santa Barbara daisy
12806432,2018-05-15,research,"Mohihi Road, Kauai, HI, USA",22.1331816667,-159.634535,,,Metrosideros polymorpha,'ohi'a lehua
12806433,2018-05-15,needs_id,"Ditch Trail, Kauai, HI, USA",22.1318066667,-159.6321716667,,,Fuchsia boliviana,lady's eardrops
12806434,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1318066667,-159.6321716667,,,Zantedeschia aethiopica,calla lily
12806435,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1310383333,-159.632225,,,Acacia mearnsii,black wattle
12806436,2018-05-15,research,"Hawaii, US",22.1253686636,-159.6194577466,22.13024,-159.63295,Dianella sandwicensis,'uki'uki
12806439,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1279016667,-159.6346266667,,,Lantana camara,common lantana
12806440,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1278616667,-159.634655,,,Tropaeolum majus,Nasturtium
12806442,2018-05-15,needs_id,"Ditch Trail, Kauai, HI, USA",22.127945,-159.6347183333,,,Angiospermae,flowering plants
12806443,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.12789,-159.6346516667,,,Passiflora tarminiana,Banana passionfruit
12806444,2018-05-15,needs_id,"Ditch Trail, Kauai, HI, USA",22.1278516667,-159.6345666667,,,Verbena litoralis,Seashore vervain
12806446,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.126655,-159.634445,,,Emilia fosbergii,Red Tasselflower
12806448,2018-05-15,needs_id,"Ditch Trail, Kauai, HI, USA",22.1234416667,-159.63464,,,Rubus argutus,sawtooth blackberry
12806451,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1226533333,-159.6328516667,,,Metrosideros polymorpha,'ohi'a lehua
12806452,2018-05-15,needs_id,"Ditch Trail, Kauai, HI, USA",22.1227883333,-159.6341183333,,,Kadua affinis,
12806455,2018-05-15,needs_id,"Kumuwela Road, Kauai, HI, USA",22.1217716667,-159.6380216667,,,Magnoliopsida,dicots
12806456,2018-05-15,research,"Kumuwela Road, Kauai, HI, USA",22.1232666667,-159.63883,,,Hedychium gardnerianum,Kahili ginger
12806458,2018-05-15,needs_id,"Kumuwela Road, Kauai, HI, USA",22.1238316667,-159.63864,,,Fragaria vesca,Wild strawberry
12806460,2018-05-15,research,"Kumuwela Road, Kauai, HI, USA",22.124715,-159.6426216667,,,Acacia mearnsii,black wattle
12806461,2018-05-15,needs_id,"Kumuwela Road, Kauai, HI, USA",22.1247783333,-159.642615,,,Psidium cattleyanum,strawberry-guava
12835012,2018-05-16,research,"Nu'alolo Trail, Kauai, HI, USA",22.138625,-159.6814516667,,,Polygala paniculata,milkwort
12835013,2018-05-16,needs_id,"Hawaii, US",22.0059831523,-159.7293473532,22.1428766667,-159.6841266667,Dianella sandwicensis,'uki'uki
12835014,2018-05-16,needs_id,"Nu'alolo Trail, Kauai, HI, USA",22.1440666667,-159.687775,,,Heliantheae,sunflowers and allies
12835015,2018-05-16,needs_id,"Nu'alolo Trail, Kauai, HI, USA",22.1512083333,-159.697935,,,Stachytarpheta,Porterweed
12835017,2018-05-16,needs_id,"Nu'alolo Cliff Trail, Kauai, HI, USA",22.1465216667,-159.6860216667,,,Centaurium erythraea,Common centaury
12835019,2018-05-16,research,"Awa'awapuhi Trail, Kauai, HI, USA",22.14882,-159.6778116667,,,Castilleja arvensis,field Indian paintbrush
12835020,2018-05-16,needs_id,"Awa'awapuhi Trail, Kauai, HI, USA",22.1482866667,-159.6763866667,,,Ageratum,
12835021,2018-05-16,research,"Awa'awapuhi Trail, Kauai, HI, USA",22.1484266667,-159.67642,,,Rubus rosifolius,Roseleaf Bramble
12835023,2018-05-16,research,"Awa'awapuhi Trail, Kauai, HI, USA",22.1484066667,-159.6764266667,,,Lantana camara,common lantana
12835024,2018-05-16,needs_id,"Koke'e Road (Hwy 550), Kauai, HI, USA",22.131485,-159.6526033333,,,Xanthosoma,
12835025,2018-05-16,research,"Koke'e Road (Hwy 550), Kauai, HI, USA",22.13128,-159.6530416667,,,Lonicera japonica,Japanese honeysuckle
12835026,2018-05-16,needs_id,"Koke'e Road (Hwy 550), Kauai, HI, USA",22.131165,-159.653415,,,Rosa,roses
12876694,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.18683,-159.4568,,,Mimosa pudica,Sensitive Plant
12876695,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.1861433333,-159.4567,,,Pterolepis glomerata,
12876696,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.1819866667,-159.4582966667,,,Spathoglottis plicata,Philippine Ground Orchid
12876698,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1710616667,-159.4602333333,,,Ageratum,
12876699,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1710633333,-159.4602316667,,,Castilleja arvensis,field Indian paintbrush
12876700,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.1633133333,-159.4592333333,,,Polygala paniculata,milkwort
12876701,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1633166667,-159.4592216667,,,Desmodium,ticktrefoils
12876702,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.163325,-159.4591816667,,,Cyperus polystachyos,Bunchy flat-sedge
12876704,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.162855,-159.4594866667,,,Ludwigia octovalvis,Mexican Primrose-willow
12876705,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1628916667,-159.4594083333,,,Commelina diffusa,climbing dayflower
12876706,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.162905,-159.4593966667,,,Chamaecrista nictitans,sensitive pea
12876707,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.16644,-159.4582933333,,,Heterotis rotundifolia,Spanish Shawl
12876708,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1668783333,-159.4588,,,Desmodium,ticktrefoils
12876710,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.1697733333,-159.4603433333,,,Magnoliopsida,dicots
12876711,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.17191,-159.4603283333,,,Clidemia hirta,soapbush
12876712,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.1732433333,-159.460305,,,Leucaena leucocephala,White leadtree
12876713,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.173215,-159.460265,,,Melastomataceae,melastome family
12876714,2018-05-17,research,"Powerline Trail, Kauai, HI, USA",22.1787866667,-159.4598783333,,,Hibiscus rosa-sinensis,Chinese hibiscus
12876715,2018-05-17,needs_id,"Powerline Trail, Kauai, HI, USA",22.18422,-159.4569416667,,,Asteroideae,
12884549,2018-05-18,research,Ho'opi'i Falls Trail,22.1072016667,-159.3391933333,,,Epipremnum aureum,Golden Pothos
12884550,2018-05-18,research,Ho'opi'i Falls Trail,22.1055633333,-159.3392416667,,,Sphagneticola trilobata,trailing daisy
12884551,2018-05-18,research,Ho'opi'i Falls Trail,22.1064316667,-159.3394516667,,,Passiflora laurifolia,
12884553,2018-05-18,research,Ho'opi'i Falls Trail,22.20517,-159.3383383333,,,Emilia fosbergii,Red Tasselflower
12909639,2018-05-28,research,"Wind Hill Open Space Preserve, Portola, CA, USA",37.3745483333,-122.2241666667,,,Aesculus californica,California buckeye
12909642,2018-05-28,research,"Wind Hill Open Space Preserve, Portola, CA, USA",37.3544933333,-122.239,,,Rubus parviflorus,thimbleberry
12909643,2018-05-28,research,"Wind Hill Open Space Preserve, Portola, CA, USA",37.354465,-122.23926,,,Clintonia andrewsiana,Andrews' Clintonia
12994287,2018-05-31,research,"Montebello Road, Santa Clara County, CA, USA",37.29514,-122.0902383333,,,Centranthus ruber,Red Valerian
12994288,2018-05-31,research,"Montebello Road, Santa Clara County, CA, USA",37.2966066667,-122.111285,,,Erythranthe cardinalis,scarlet monkeyflower
12994291,2018-05-31,research,"Adobe Creek Trail, Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3310916667,-122.172455,,,Triteleia laxa,Ithuriel's Spear
12994292,2018-05-31,research,"Adobe Creek Trail, Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.330845,-122.1721616667,,,Calochortus luteus,Yellow Mariposa Lily
12994294,2018-05-31,research,"Canyon Trail, Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.2906083333,-122.1302533333,,,Triteleia laxa,Ithuriel's Spear
12994295,2018-05-31,research,"Canyon Trail, Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.2906083333,-122.130255,,,Calochortus albus,White Globe Lily
13060599,2018-06-02,research,"Phleger Estate, San Mateo County, CA, USA",37.4537133333,-122.3109333333,,,Calochortus tolmiei,Pussy-ears
13060600,2018-06-02,research,"Phleger Estate, San Mateo County, CA, USA",37.4546733333,-122.3074666667,,,Stachys bullata,California Hedge Nettle
13060601,2018-06-02,research,"Phleger Estate, San Mateo County, CA, USA",37.452235,-122.3033816667,,,Viola ocellata,western heart's ease
13060602,2018-06-02,needs_id,"Phleger Estate, San Mateo County, CA, USA",37.4521516667,-122.3034916667,,,Angiospermae,flowering plants
13060603,2018-06-02,needs_id,"Phleger Estate, San Mateo County, CA, USA",37.452155,-122.3034933333,,,Anisocarpus madioides,woodland madia
13060606,2018-06-02,research,"Huddart Park, San Mateo County, CA, USA",37.45028,-122.29611,,,Oxalis oregana,redwood sorrel
13060610,2018-06-02,research,"Huddart Park, San Mateo County, CA, USA",37.4355233333,-122.3036383333,,,Ceanothus papillosus,Wartleaf Ceanothus
13060611,2018-06-02,needs_id,"Huddart Park, San Mateo County, CA, USA",37.4343533333,-122.3114433333,,,Magnoliopsida,dicots
13060612,2018-06-02,research,"Huddart Park, San Mateo County, CA, USA",37.43021,-122.3132483333,,,Lysimachia latifolia,Western Star Flower
13100709,2018-05-05,research,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.1985583333,-121.9748083333,,,Genista monspessulana,French broom
13103950,2018-05-05,research,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.2016716667,-121.9746266667,,,Amsinckia menziesii intermedia,Rancher's fiddleneck
13103951,2018-05-05,research,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.2016566667,-121.9746433333,,,Lupinus microcarpus,Chick Lupine
13103952,2018-05-05,needs_id,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.2012716667,-121.9742933333,,,Melilotus indicus,small melilot
13103955,2018-05-05,research,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.1998566667,-121.9802566667,,,Eschscholzia californica,California poppy
13103956,2018-05-05,research,"Sierra Azul Open Space Preserve, Santa Clara County, CA, USA",37.1984033333,-121.98137,,,Vicia villosa,hairy vetch
13133782,2018-05-15,research,"Ditch Trail, Kauai, HI, USA",22.1221966667,-159.6340633333,,,Acacia koa,Koa Tree
13168085,2018-05-19,casual,"Mohihi Road, Kauai, HI, USA",,,,,Passiflora tarminiana,Banana passionfruit
13168086,2018-05-19,needs_id,"Mohihi Road, Kauai, HI, USA",22.12982,-159.65345,,,Hypochaeris radicata,Common Cat's-ear
13168087,2018-05-19,research,"Mohihi Road, Kauai, HI, USA",22.1304766667,-159.6533516667,,,Tibouchina semidecandra,"Princess Flower, Glory bush or Lasiandra"
13168088,2018-05-19,research,"Mohihi Road, Kauai, HI, USA",22.1292833333,-159.6514916667,,,Lonicera japonica,Japanese honeysuckle
13168089,2018-05-19,research,"Mohihi Road, Kauai, HI, USA",22.12892,-159.6511916667,,,Tropaeolum majus,Nasturtium
13168090,2018-05-19,needs_id,"Mohihi Road, Kauai, HI, USA",22.1282583333,-159.6475466667,,,Sambucus canadensis,black elderberry
13168091,2018-05-19,needs_id,"Mohihi Road, Kauai, HI, USA",22.1302883333,-159.6405866667,,,Centaurium erythraea,Common centaury
13182573,2018-05-21,research,"Halemanu Road, Kauai, HI, USA",22.1150516667,-159.6633583333,,,Impatiens sodenii,Shrub Balsam
13182575,2018-05-21,research,"Kumuwela Road, Kauai, HI, USA",22.1251266667,-159.6495433333,,,Fuchsia boliviana,lady's eardrops
13182576,2018-05-21,research,"Kumuwela Road, Kauai, HI, USA",22.124875,-159.6492483333,,,Hydrangea macrophylla,mophead hydrangea
13182577,2018-05-21,needs_id,"Hawaii, US",22.0314143582,-159.6297567766,22.1184483333,-159.65278,Begoniaceae,Begonias and Allies
13182579,2018-05-21,research,"Kumuwela Trail, Kauai, HI, USA",22.1107666667,-159.65048,,,Passiflora tarminiana,Banana passionfruit
13182580,2018-05-21,research,"Canyon Trail, Kauai, HI, USA",22.10262,-159.6563716667,,,Emilia fosbergii,Red Tasselflower
13182581,2018-05-21,needs_id,"Hawaii, US",22.0981892104,-159.6402597888,22.1026916667,-159.6564683333,Leptecophylla tameiameiae,Pukiawe
13217685,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",36.999135,-122.0022233333,,,Stachys bullata,California Hedge Nettle
13217687,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",36.9986883333,-122.0016816667,,,Oxalis incarnata,Pale pink-sorrel
13217689,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",36.999715,-122.000325,,,Ageratina adenophora,sticky snakeroot
13217690,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0046283333,-121.9991133333,,,Cynosurus echinatus,bristly dogtail grass
13217692,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0046483333,-121.9990983333,,,Briza maxima,Greater Quaking Grass
13217693,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.006325,-121.998785,,,Calystegia purpurata,Pacific False Bindweed
13217694,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0063183333,-121.9989583333,,,Sonchus asper,prickly sowthistle
13217696,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.00631,-121.9991366667,,,Diplacus aurantiacus,orange bush monkeyflower
13217697,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0082183333,-121.9973083333,,,Silybum marianum,milk thistle
13217698,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.00658,-121.997155,,,Spartium junceum,Spanish Broom
13217699,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0035616667,-121.9974566667,,,Triteleia ixioides,Prettyface
13217701,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0035616667,-121.9974566667,,,Myosotis latifolia,broadleaf forget-me-not
13217702,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0035366667,-121.9974833333,,,Myosotis latifolia,broadleaf forget-me-not
13217703,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",36.9977216667,-122.004455,,,Clintonia andrewsiana,Andrews' Clintonia
13217704,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",36.9957383333,-122.0090116667,,,Hedera helix,common ivy
13217705,2018-06-07,needs_id,"DeLaveaga Park, Santa Cruz, CA, USA",37.0042316667,-122.0007866667,,,Rubus ursinus,California Blackberry
13217706,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.004245,-122.0007066667,,,Lonicera hispidula,Pink Honeysuckle
13217707,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0042516667,-122.0006883333,,,Prunella vulgaris,common selfheal
13217708,2018-06-07,research,"DeLaveaga Park, Santa Cruz, CA, USA",37.0028816667,-122.00037,,,Rubus ursinus,California Blackberry
13357914,2017-05-14,research,"Los Trancos Open Space Preserve, San Mateo County, CA, USA",37.32739,-122.1797883333,,,Sidalcea malviflora,Dwarf Checkermallow
13357917,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3200566667,-122.15853,,,Matricaria discoidea,pineapple-weed
13357918,2017-05-14,needs_id,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.31627,-122.1544733333,,,Marah fabacea,California manroot
13357919,2017-05-14,needs_id,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.315925,-122.157185,,,Clarkia purpurea,Winecup Clarkia
13357920,2017-05-14,needs_id,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.31589,-122.1572416667,,,Clarkia purpurea,Winecup Clarkia
13357922,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3158733333,-122.160775,,,Eriodictyon californicum,California yerba santa
13357923,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3219016667,-122.1719816667,,,Erythranthe guttata,Seep Monkeyflower
13357924,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.321945,-122.1721733333,,,Cornus sericea,red osier dogwood
13357925,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3235516667,-122.1755316667,,,Tragopogon porrifolius,Salsify
13357926,2017-05-14,needs_id,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3193966667,-122.1752316667,,,Rosa gymnocarpa,Baldhip Rose
13357928,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3179666667,-122.1745683333,,,Viola ocellata,western heart's ease
13357929,2017-05-14,research,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.3179816667,-122.17456,,,Lysimachia latifolia,Western Star Flower
13357930,2017-05-14,needs_id,"Monte Bello Open Space Preserve, Palo Alto, CA, USA",37.31968,-122.1772983333,,,Iris,Irises
13374298,2017-05-17,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",37.5225566667,-121.8928416667,,,Aesculus californica,California buckeye
13374779,2017-05-20,needs_id,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.285335,-122.1580833333,,,Leptosiphon,
13374782,2017-05-20,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2834133333,-122.155995,,,Sisyrinchium bellum,western blue-eyed grass
13374784,2017-05-20,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2817983333,-122.153985,,,Aquilegia formosa,western columbine
13374786,2017-05-20,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.28179,-122.1539766667,,,Rubus ursinus,California Blackberry
13374787,2017-05-20,needs_id,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2816516667,-122.153405,,,Rosa gymnocarpa,Baldhip Rose
13374791,2017-05-20,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.27336,-122.1549033333,,,Eschscholzia californica,California poppy
13374793,2017-05-20,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.273355,-122.154895,,,Sidalcea malviflora,Dwarf Checkermallow
13374794,2017-05-20,needs_id,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2710816667,-122.1552566667,,,Crepis,Hawksbeard
13374796,2017-05-20,needs_id,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2654866667,-122.1635883333,,,Calystegia purpurata,Pacific False Bindweed
13402603,2017-05-25,research,"Saratoga Gap Open Space Preserve, Santa Clara County, CA, USA",37.2664033333,-122.136685,,,Delphinium nudicaule,Red larkspur
13402605,2017-05-25,research,"Long Ridge Open Space Preserve, San Mateo County, CA, USA",37.2928616667,-122.1605133333,,,Verbena lasiostachys,western vervain
13402612,2017-05-25,research,"Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",37.3096116667,-122.1694083333,,,Lotus corniculatus,bird's-foot trefoil
13402613,2017-05-25,needs_id,"Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",37.3096116667,-122.1694066667,,,Convolvulus arvensis,field bindweed
13433671,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.076345,-121.46403,,,Diplacus aurantiacus,orange bush monkeyflower
13433672,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.0762266667,-121.4638183333,,,Vicia villosa,hairy vetch
13433673,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.0762,-121.4610666667,,,Brodiaea elegans,harvest brodiaea
13433674,2018-06-14,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.07882,-121.4576566667,,,Lupinus,lupines
13433675,2018-06-14,needs_id,"Henry Coe State Park, Santa Clara County, CA, USA",37.079585,-121.4553516667,,,Erodium botrys,Mediterranean Stork's-bill
13433676,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.081075,-121.4553966667,,,Tragopogon porrifolius,Salsify
13433681,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.0874466667,-121.4555783333,,,Pseudognaphalium californicum,California cudweed
13433682,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.09421,-121.43414,,,Eschscholzia californica,California poppy
13433686,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1071,-121.4189566667,,,Diplacus aurantiacus,orange bush monkeyflower
13433687,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1078,-121.4194283333,,,Aesculus californica,California buckeye
13433688,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.0979483333,-121.4226283333,,,Clarkia unguiculata,Elegant Clarkia
13433690,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.09624,-121.4217883333,,,Calochortus argillosus,clay mariposa lily
13433692,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1057016667,-121.4318983333,,,Calochortus argillosus,clay mariposa lily
13433695,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1082866667,-121.4369616667,,,Aesculus californica,California buckeye
13433698,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1079616667,-121.4589383333,,,Acmispon glaber,deerweed
13433699,2018-06-14,research,"Henry Coe State Park, Santa Clara County, CA, USA",37.1027866667,-121.46898,,,Clarkia unguiculata,Elegant Clarkia
13457822,2017-05-28,research,"Calero County Park, Santa Clara County, CA, USA",37.1701266667,-121.787,,,Aesculus californica,California buckeye
13457823,2017-05-28,needs_id,"Calero County Park, Santa Clara County, CA, USA",37.1659966667,-121.784725,,,Eriophyllum confertiflorum,Golden Yarrow
13458235,2017-06-04,research,"Five Canyons Open Space, Alameda County, CA, USA",37.67706,-122.0323716667,,,Holodiscus discolor,Ocean spray
13458237,2017-06-04,needs_id,"Five Canyons Open Space, Alameda County, CA, USA",37.6898933333,-122.0274733333,,,Brodiaea elegans,harvest brodiaea
13458242,2017-06-04,needs_id,"Five Canyons Open Space, Alameda County, CA, USA",37.69022,-122.0506233333,,,Rubus ursinus,California Blackberry
13458245,2017-06-04,research,"Five Canyons Open Space, Alameda County, CA, USA",37.69022,-122.0506216667,,,Rubus armeniacus,Himalayan blackberry
13563692,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3996083333,-122.2967783333,,,Lupinus,lupines
13563693,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3998083333,-122.2975083333,,,Linum bienne,Pale flax
13563695,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.4099083333,-122.308655,,,Myosotis latifolia,broadleaf forget-me-not
13563696,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.4123083333,-122.310115,,,Stachys bullata,California Hedge Nettle
13563697,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.4090933333,-122.3263216667,,,Iris,Irises
13563699,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3866316667,-122.3267716667,,,Diplacus aurantiacus,orange bush monkeyflower
13563701,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3868383333,-122.326155,,,Asteraceae,"sunflowers, daisies, asters, and allies"
13563702,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.386795,-122.3261733333,,,Lysimachia arvensis,scarlet pimpernel
13563704,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3867383333,-122.3262133333,,,Poaceae,grasses
13563705,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3980033333,-122.3001883333,,,Anisocarpus madioides,woodland madia
13563706,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3850883333,-122.30892,,,Leucanthemum vulgare,oxeye daisy
13563707,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.40033,-122.2974433333,,,Eschscholzia californica,California poppy
13563709,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.40033,-122.2974416667,,,Erodium botrys,Mediterranean Stork's-bill
13563989,2018-06-18,needs_id,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3867066667,-122.3262033333,,,Zeltnera muehlenbergii,Muehlenberg's Centaury
13563990,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3866783333,-122.326255,,,Prunella vulgaris,common selfheal
13563991,2018-06-18,research,"El Corte de Madera Creek Open Space Preserve, San Mateo County, CA, USA",37.3868583333,-122.3260783333,,,Linum bienne,Pale flax
13587116,2017-06-07,research,"Sanborn County Park, Santa Clara County, CA, USA",37.2211716667,-122.0531133333,,,Lathyrus latifolius,broad-leaved sweet pea
13587118,2017-06-07,research,"Sanborn County Park, Santa Clara County, CA, USA",37.2207766667,-122.0535833333,,,Acer macrophyllum,bigleaf maple
13587119,2017-06-07,research,"Sanborn County Park, Santa Clara County, CA, USA",37.2213216667,-122.0681683333,,,Delphinium nudicaule,Red larkspur
13587122,2017-06-07,needs_id,"Monte Bello Open Space Preserve, Santa Clara County, CA, USA",37.2470183333,-122.1105383333,,,Clarkia,
13587123,2017-06-07,research,"Castle Rock State Park, Santa Clara County, CA, USA",37.2567233333,-122.1191383333,,,Corallorhiza maculata,spotted coralroot
13615069,2017-06-11,research,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8854783333,-121.9373116667,,,Calochortus venustus,Butterfly Mariposa Lily
13615070,2017-06-11,needs_id,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8887283333,-121.9332,,,Taraxacum officinale,common dandelion
13615071,2017-06-11,research,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8862816667,-121.935325,,,Lathyrus latifolius,broad-leaved sweet pea
13615072,2017-06-11,research,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8893783333,-121.931285,,,Clarkia concinna,Red Ribbons
13615073,2017-06-11,research,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8893366667,-121.9311433333,,,Collinsia sparsiflora,fewflower blue-eyed Mary
13615075,2017-06-11,research,"Mt. Diablo State Park, Contra Costa County, CA, USA",37.8946416667,-121.929385,,,Pickeringia montana,chaparral pea
13646193,2017-06-14,needs_id,"Yosemite National Park, Mariposa County, CA, USA",37.7513066667,-119.5987516667,,,Castilleja applegatei,wavyleaf paintbrush
13646194,2017-06-14,needs_id,"Yosemite National Park, Mariposa County, CA, USA",37.7550066667,-119.601375,,,Lupinus albifrons,Silver Lupine
13646195,2017-06-14,research,"Yosemite National Park, Mariposa County, CA, USA",37.7581466667,-119.60046,,,Penstemon newberryi,Mountain Pride
