id,observed_on,quality_grade,place_guess,private_place_guess,scientific_name,common_name,taxon_id,taxon_kingdom_name,taxon_family_name
17542616,2016-11-13,needs_id,"Sweeney Ridge, CA, USA",,Cotoneaster,Cotoneasters,53376,Plantae,Rosaceae
17542706,2016-11-17,research,"(Dirt) Alpine Rd., Coal Creek OSP, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Rosaceae
17542963,2016-12-04,research,"Sierra Azul OSP, CA, USA",,Arbutus menziesii,Pacific madrone,51046,Plantae,Ericaceae
17575601,2015-08-22,needs_id,"Yosemite NP, CA, USA",,Speyeria,Greater Fritillaries,47981,Animalia,Nymphalidae
17575602,2015-08-22,needs_id,"Yosemite NP, CA, USA",,Symphyotrichum foliaceum,alpine leafybract aster,56113,Plantae,Asteraceae
17578063,2015-10-18,research,"Huddart County Park, CA, USA",,Thamnophis atratus,Aquatic Garter Snake,28418,Animalia,Colubridae
17578064,2015-10-18,needs_id,"Huddart County Park, CA, USA",,Ariolimax,Banana Slugs,47777,Animalia,Ariolimacidae
17578160,2015-10-25,research,"Pulgas Ridge OSP, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
17578475,2013-10-27,research,"Hood Mountain Regional Park, Sonoma County, CA, USA",,Epilobium canum,California fuchsia,53051,Plantae,Onagraceae
17578857,2008-05-26,needs_id,"Rancho San Antonio OSP, CA, USA",,Taraxacum officinale,common dandelion,47602,Plantae,Asteraceae
17578858,2008-05-26,research,"Rancho San Antonio OSP, CA, USA",,Triteleia laxa,Ithuriel's Spear,51085,Plantae,Asparagaceae
17578859,2008-05-26,research,"Rancho San Antonio OSP, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
17578981,2007-12-13,needs_id,"Powerline Trail, Kauai, HI, USA",,Andropogon bicornis,Barbas de Indio,287998,Plantae,Poaceae
17579179,2007-12-10,research,"Kauai Marriott, Lihue, HI, USA",,Paroaria coronata,Red-crested Cardinal,10254,Animalia,Thraupidae
17579180,2007-12-10,research,"Kauai Marriott, Lihue, HI, USA",,Passer domesticus,House Sparrow,13858,Animalia,Passeridae
17603017,2011-10-25,research,"Moalepe Trail, Kauai, HI, USA",,Psidium cattleyanum,strawberry-guava,278242,Plantae,Myrtaceae
17615935,2013-10-05,needs_id,"Shipwrecks Beach, Kauai, HI, USA",,Cactaceae,cactus family,47903,Plantae,Cactaceae
17737613,2018-10-21,research,"Point Bonita, Marin County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
17737614,2018-10-21,research,"Point Bonita, Marin County, CA, USA",,Phoca vitulina,Harbor Seal,41708,Animalia,Phocidae
17737615,2018-10-21,needs_id,"Point Bonita, Marin County, CA, USA",,Carpobrotus chilensis,Chilean sea fig,56026,Plantae,Aizoaceae
17737616,2018-10-21,research,"Point Bonita, Marin County, CA, USA",,Lobularia maritima,sweet alyssum,56992,Plantae,Brassicaceae
17737617,2018-10-21,needs_id,"Point Bonita, Marin County, CA, USA",,Larus occidentalis,Western Gull,4345,Animalia,Laridae
17737618,2018-10-21,research,"Point Bonita, Marin County, CA, USA",,Pelecanus occidentalis,Brown Pelican,4328,Animalia,Pelecanidae
17737619,2018-10-21,needs_id,"Point Bonita, Marin County, CA, USA",,Larus,Large White-headed Gulls,4343,Animalia,Laridae
17737620,2018-10-21,research,"Point Bonita, Marin County, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
17737621,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Pelecanus occidentalis,Brown Pelican,4328,Animalia,Pelecanidae
17737622,2018-10-21,needs_id,"Golden Gate National Recreation Area, Marin County, CA, USA",,Angiospermae,flowering plants,47125,Plantae,
17737623,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
17737624,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Symphoricarpos albus,Common Snowberry,48523,Plantae,Caprifoliaceae
17737625,2018-10-21,needs_id,"Golden Gate National Recreation Area, Marin County, CA, USA",,Anaphalis margaritacea,pearly everlasting,52833,Plantae,Asteraceae
17737626,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Angelica hendersonii,Henderson's angelica,64289,Plantae,Apiaceae
17737627,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
17737629,2018-10-21,needs_id,"Golden Gate National Recreation Area, Marin County, CA, USA",,Solanum,nightshades,50641,Plantae,Solanaceae
17737630,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Symphyotrichum chilense,Pacific Aster,56861,Plantae,Asteraceae
17737631,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Castilleja subinclusa franciscana,Franciscan Paintbrush,53916,Plantae,Orobanchaceae
17737632,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Raphanus sativus,wild radish,55410,Plantae,Brassicaceae
17737633,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Briza maxima,Greater Quaking Grass,57157,Plantae,Poaceae
17737634,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
17737635,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Falco sparverius,American Kestrel,4665,Animalia,Falconidae
17737637,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
17737638,2018-10-21,research,"Golden Gate National Recreation Area, Marin County, CA, USA",,Corvus corax,Common Raven,8010,Animalia,Corvidae
17737639,2018-10-21,research,"Hawk Hill, Marin County, CA, USA",,Corvus corax,Common Raven,8010,Animalia,Corvidae
17919225,2018-10-28,research,"Crockett Hills, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
17920144,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Lonicera hispidula,Pink Honeysuckle,53416,Plantae,Caprifoliaceae
17920145,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Aesculus californica,California buckeye,53348,Plantae,Sapindaceae
17920146,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Baccharis pilularis,coyote brush,53359,Plantae,Asteraceae
17920151,2018-10-28,needs_id,"Crockett Hills Regional Park, CA, USA",,Plantae,plants,47126,Plantae,
17920152,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
17920155,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
17920159,2018-10-28,needs_id,"Crockett Hills Regional Park, CA, USA",,Lupinus,lupines,47121,Plantae,Fabaceae
17920160,2018-10-28,needs_id,"Crockett Hills Regional Park, CA, USA",,Monardella villosa,Coyote Mint,52181,Plantae,Lamiaceae
17920161,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Erodium botrys,Mediterranean Stork's-bill,57090,Plantae,Geraniaceae
17920165,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Convolvulus arvensis,field bindweed,53021,Plantae,Convolvulaceae
17920167,2018-10-28,needs_id,"Crockett Hills Regional Park, CA, USA",,Stenopelmatus,Jerusalem Crickets,53898,Animalia,Stenopelmatidae
17920168,2018-10-28,research,"Crockett Hills Regional Park, CA, USA",,Spergularia macrotheca,Sticky Sand-Spurrey,61472,Plantae,Caryophyllaceae
17981426,2018-10-30,needs_id,"Santa Clara, CA, USA",,Scotophaeus blackwalli,Mouse Spider,206295,Animalia,Gnaphosidae
18107976,2018-11-04,research,"Henry Cowell State Park, CA, USA",,Laetiporus conifericola,Conifer Chicken of the Woods,118057,Fungi,Laetiporaceae
18107977,2018-11-04,research,"Roaring Camp, Felton, CA, USA",,Umbellularia californica,California bay,48807,Plantae,Lauraceae
18107978,2018-11-04,needs_id,"Henry Cowell State Park, CA, USA",,Pristoceuthophilus,,91306,Animalia,Rhaphidophoridae
18107979,2018-11-04,research,"Henry Cowell State Park, CA, USA",,Crocanthemum scoparium,peak rushrose,926042,Plantae,Cistaceae
18107980,2018-11-04,needs_id,"Henry Cowell State Park, CA, USA",,Vespula alascensis,Alaska Yellowjacket,332394,Animalia,Vespidae
18107981,2018-11-04,research,"Henry Cowell State Park, CA, USA",,Rubus armeniacus,Himalayan blackberry,61317,Plantae,Rosaceae
18107982,2018-11-04,needs_id,"California, US","Henry Cowell State Park, CA, USA",Solanum umbelliferum,bluewitch nightshade,50639,Plantae,Solanaceae
18108933,2018-11-04,research,"Henry Cowell State Park, CA, USA",,Melanerpes formicivorus,Acorn Woodpecker,18209,Animalia,Picidae
18275126,2018-11-08,research,"Long Ridge Open Space Preserve, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18275127,2018-11-08,research,"Long Ridge Open Space Preserve, CA, USA",,Baccharis pilularis,coyote brush,53359,Plantae,Asteraceae
18275128,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Umbellularia californica,California bay,48807,Plantae,Lauraceae
18275129,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Rosaceae
18275130,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Umbellularia californica,California bay,48807,Plantae,Lauraceae
18275131,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Umbellularia californica,California bay,48807,Plantae,Lauraceae
18275132,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Ardea herodias,Great Blue Heron,4956,Animalia,Ardeidae
18275134,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Fulica americana,American Coot,473,Animalia,Rallidae
18275135,2018-11-08,research,"Skyline Ridge Open Space Preserve, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
18275136,2018-11-08,research,"Monte Bello Open Space Preserve, CA, USA",,Arbutus menziesii,Pacific madrone,51046,Plantae,Ericaceae
18275137,2018-11-08,casual,"Skyline Ridge Open Space Preserve, CA, USA",,Castanea,Chestnuts,49187,Plantae,Fagaceae
18275138,2018-11-08,research,"Long Ridge Open Space Preserve, CA, USA",,Rosa gymnocarpa,Baldhip Rose,53441,Plantae,Rosaceae
18341175,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Centaurea calcitrapa,purple star-thistle,56865,Plantae,Asteraceae
18341176,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Hemizonia congesta,Hayfield Tarweed,56960,Plantae,Asteraceae
18341177,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Aesculus californica,California buckeye,53348,Plantae,Sapindaceae
18341178,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
18341179,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Epilobium canum,California fuchsia,53051,Plantae,Onagraceae
18341180,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Sayornis saya,Say's Phoebe,17009,Animalia,Tyrannidae
18341181,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18341183,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
18341184,2018-11-11,research,"Ed R. Levin County Park, CA, USA",,Phalacrocorax auritus,Double-crested Cormorant,4265,Animalia,Phalacrocoracidae
18494202,2018-11-18,needs_id,"Santa Clara, CA, USA",,Ctenolepisma lineata,Four-lined Silverfish,296177,Animalia,Lepismatidae
18640055,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Hylephila phyleus,Fiery Skipper,50340,Animalia,Hesperiidae
18640056,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Aphelocoma californica,California Scrub-Jay,506118,Animalia,Corvidae
18640057,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18640059,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
18640060,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Ardea alba,Great Egret,144455,Animalia,Ardeidae
18640061,2018-11-25,needs_id,"Alum Rock Park, San Jose, CA, USA",,Reticulitermes hesperus,Western Subterranean Termite,296465,Animalia,Rhinotermitidae
18640062,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Epilobium canum,California fuchsia,53051,Plantae,Onagraceae
18640063,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
18640064,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
18640065,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
18640067,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Schinus molle,Peruvian peppertree,57354,Plantae,Anacardiaceae
18640072,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18640074,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18640075,2018-11-25,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
18929867,2018-12-09,research,"Harvey Bear Ranch County Park, CA, USA",,Melanerpes formicivorus,Acorn Woodpecker,18209,Animalia,Picidae
18929868,2018-12-09,research,"Harvey Bear Ranch County Park, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
18929869,2018-12-09,research,"Harvey Bear Ranch County Park, CA, USA",,Sus scrofa,Wild Boar,42134,Animalia,Suidae
18929874,2018-12-09,needs_id,"Harvey Bear Ranch County Park, CA, USA",,Hirschfeldia incana,Shortpod Mustard,53097,Plantae,Brassicaceae
18929875,2018-12-09,research,"Harvey Bear Ranch County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
19038077,2018-12-15,research,"Pleasanton Ridge, CA, USA",,Melanerpes formicivorus,Acorn Woodpecker,18209,Animalia,Picidae
19038078,2018-12-15,research,"Pleasanton Ridge, CA, USA",,Olea europaea,Olive,57140,Plantae,Oleaceae
19161730,2018-12-22,needs_id,"Sweeney Ridge, Pacifica, CA, USA",,Procyon lotor,Common Raccoon,41663,Animalia,Procyonidae
19161731,2018-12-22,research,"Sweeney Ridge, Pacifica, CA, USA",,Chrysolina bankii,,318965,Animalia,Chrysomelidae
19161732,2018-12-22,research,"Sweeney Ridge, Pacifica, CA, USA",,Sylvilagus bachmani,Brush Rabbit,43112,Animalia,Leporidae
19554671,2019-01-10,research,"Santa Clara, CA, USA",,Haemorhous mexicanus,House Finch,199840,Animalia,Fringillidae
19626736,2019-01-13,needs_id,"Huddart County Park, CA, USA",,Coprinellus,,56315,Fungi,Psathyrellaceae
19626737,2019-01-13,needs_id,"Huddart County Park, CA, USA",,Tremella mesenterica,witch's butter,48529,Fungi,Tremellaceae
19626739,2019-01-13,needs_id,"Huddart County Park, CA, USA",,Ariolimax,Banana Slugs,47777,Animalia,Ariolimacidae
19770584,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
19770585,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Artemisia californica,California sagebrush,53357,Plantae,Asteraceae
19770586,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Volvopluteus gloiocephalus,Stubble Rosegill,348720,Fungi,Pluteaceae
19770589,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Ribes malvaceum,Chaparral Currant,54942,Plantae,Grossulariaceae
19770592,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Aesculus californica,California buckeye,53348,Plantae,Sapindaceae
19770593,2019-01-20,needs_id,"Almaden Quicksilver County Park, CA, USA",,Arctostaphylos,bearberries and manzanitas,47179,Plantae,Ericaceae
19770594,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
19770595,2019-01-20,needs_id,"Almaden Quicksilver County Park, CA, USA",,Fungi,Fungi Including Lichens,47170,Fungi,
19775573,2019-01-20,research,"Almaden Quicksilver County Park, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
19918809,2019-01-27,research,"Alum Rock Park, San Jose, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
19918810,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Falco sparverius,American Kestrel,4665,Animalia,Falconidae
19918811,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Sialia mexicana,Western Bluebird,12937,Animalia,Turdidae
19918815,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Melozone crissalis,California Towhee,73044,Animalia,Passerellidae
19918816,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Falco sparverius,American Kestrel,4665,Animalia,Falconidae
19918817,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Falco sparverius,American Kestrel,4665,Animalia,Falconidae
19918818,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Otospermophilus beecheyi,California Ground Squirrel,180007,Animalia,Sciuridae
19918819,2019-01-27,needs_id,"Sierra Vista OSP, CA, USA",,Brassica rapa,field mustard,53271,Plantae,Brassicaceae
19918821,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
19918822,2019-01-27,research,"Sierra Vista OSP, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
19918823,2019-01-27,needs_id,"Alum Rock Park, San Jose, CA, USA",,Malva,,55978,Plantae,Malvaceae
19918824,2019-01-27,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
19918825,2019-01-27,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
19936777,2019-01-28,research,"Santa Clara, CA, USA",,Harmonia axyridis,Asian Lady Beetle,48484,Animalia,Coccinellidae
20065577,2019-02-03,research,"Rancho San Antonio OSP, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
20065578,2019-02-03,research,"Rancho San Antonio OSP, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
20065579,2019-02-03,research,"Rancho San Antonio OSP, CA, USA",,Sciurus griseus,Western Gray Squirrel,46023,Animalia,Sciuridae
20065581,2019-02-03,research,"Rancho San Antonio County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20242267,2019-02-09,research,"Mt. Madonna County Park, CA, USA",,Vinca major,greater periwinkle,53326,Plantae,Apocynaceae
20242268,2019-02-09,needs_id,"Mt. Madonna County Park, CA, USA",,Taricha torosa,California Newt,27818,Animalia,Salamandridae
20403514,2019-02-16,research,"Santa Clara, CA, USA",,Turdus migratorius,American Robin,12727,Animalia,Turdidae
20434825,2019-02-17,research,"Foothills Park, Palo Alto, CA",,Pedicularis densiflora,Warrior's Plume,49645,Plantae,Orobanchaceae
20434826,2019-02-17,research,"Foothills Park, Palo Alto, CA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20744336,2019-02-24,research,"Calero County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20744337,2019-02-24,needs_id,"Calero County Park, CA, USA",,Lycosidae,Wolf Spiders,47416,Animalia,Lycosidae
20744338,2019-02-24,research,"Calero County Park, CA, USA",,Ranunculus californicus,California buttercup,52173,Plantae,Ranunculaceae
20744340,2019-02-24,research,"Calero County Park, CA, USA",,Pelecanus erythrorhynchos,American White Pelican,4334,Animalia,Pelecanidae
20744341,2019-02-24,research,"Calero County Park, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
20744342,2019-02-24,research,"Calero County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
20744343,2019-02-24,research,"Calero County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
20744344,2019-02-24,research,"Calero County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
20744345,2019-02-24,research,"Calero County Park, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
20744346,2019-02-24,needs_id,"Calero County Park, CA, USA",,Calliphora,,70152,Animalia,Calliphoridae
20744347,2019-02-24,needs_id,"Calero County Park, CA, USA",,Lycosidae,Wolf Spiders,47416,Animalia,Lycosidae
20744349,2019-02-24,research,"Calero County Park, CA, USA",,Stellaria media,common chickweed,53298,Plantae,Caryophyllaceae
20744350,2019-02-24,research,"Calero County Park, CA, USA",,Circus hudsonius,Northern Harrier,558446,Animalia,Accipitridae
20744351,2019-02-24,research,"Calero County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20744353,2019-02-24,research,"Calero County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20744354,2019-02-24,research,"Calero County Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
20744355,2019-02-24,research,"Calero County Park, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
20744356,2019-02-24,research,"Calero County Park, CA, USA",,Branta canadensis,Canada Goose,7089,Animalia,Anatidae
20744358,2019-02-24,research,"Calero County Park, CA, USA",,Anas platyrhynchos,Mallard,6930,Animalia,Anatidae
20744360,2019-02-24,research,"Calero County Park, CA, USA",,Fulica americana,American Coot,473,Animalia,Rallidae
20744361,2019-02-24,needs_id,"Calero County Park, CA, USA",,Passeriformes,Perching Birds,7251,Animalia,
20744362,2019-02-24,research,"Calero County Park, CA, USA",,Zonotrichia leucophrys,White-crowned Sparrow,9176,Animalia,Passerellidae
20744364,2019-02-24,research,"Calero County Park, CA, USA",,Sayornis saya,Say's Phoebe,17009,Animalia,Tyrannidae
20788067,2019-02-26,needs_id,"Santa Clara, CA, USA",,Brochymena,Rough Stink Bugs,127347,Animalia,Pentatomidae
20931044,2019-03-03,needs_id,"Butano State Park, CA, USA",,Mycetozoa,slime molds,47685,Protozoa,
20931045,2019-03-03,needs_id,"Butano State Park, CA, USA",,Hygrocybe,Waxcaps,51871,Fungi,Hygrophoraceae
20931046,2019-03-03,needs_id,"Butano State Park, CA, USA",,Basidiomycota,Basidiomycete Fungi,47169,Fungi,
20931049,2019-03-03,needs_id,"Butano State Park, CA, USA",,Fungi,Fungi Including Lichens,47170,Fungi,
20931050,2019-03-03,research,"Butano State Park, CA, USA",,Urtica dioica,stinging nettle,51884,Plantae,Urticaceae
20931054,2019-03-03,research,"Butano State Park, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
20931055,2019-03-03,research,"Butano State Park, CA, USA",,Bellis perennis,common daisy,55563,Plantae,Asteraceae
20931057,2019-03-03,needs_id,"Butano State Park, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
20931061,2019-03-03,research,"Butano State Park, CA, USA",,Trillium chloropetalum,giant wakerobin,50823,Plantae,Melanthiaceae
20931062,2019-03-03,research,"Butano State Park, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
20931065,2019-03-03,research,"Butano State Park, CA, USA",,Oxalis oregana,redwood sorrel,47757,Plantae,Oxalidaceae
20931068,2019-03-03,research,"Butano State Park, CA, USA",,Trillium ovatum,Pacific trillium,49463,Plantae,Melanthiaceae
21157484,2019-03-11,research,"Crystal Springs Regional Trail, CA, USA",,Oxalis pes-caprae,Bermuda buttercup,53169,Plantae,Oxalidaceae
21157485,2019-03-11,research,"Crystal Springs Regional Trail, CA, USA",,Zantedeschia aethiopica,calla lily,56006,Plantae,Araceae
21157486,2019-03-11,research,"Crystal Springs Regional Trail, CA, USA",,Umbellularia californica,California bay,48807,Plantae,Lauraceae
21157487,2019-03-11,research,"Pulgas Water Temple, San Mateo County, CA, USA",,Sceloporus occidentalis,Western Fence Lizard,36204,Animalia,Phrynosomatidae
21157488,2019-03-11,research,"Crystal Springs Regional Trail, CA, USA",,Pedicularis densiflora,Warrior's Plume,49645,Plantae,Orobanchaceae
21341686,2019-03-17,needs_id,"Edgewood Park & Nature Preserve, CA, USA",,Lupinus albifrons,Silver Lupine,51691,Plantae,Fabaceae
21341688,2019-03-17,needs_id,"Edgewood Park & Nature Preserve, CA, USA",,Vicia sativa sativa,spring vetch,53334,Plantae,Fabaceae
21341689,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Rosaceae
21341690,2019-03-17,needs_id,"Edgewood Park & Nature Preserve, CA, USA",,Erodium cicutarium,common stork's-bill,47687,Plantae,Geraniaceae
21341691,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Claytonia perfoliata,miner's lettuce,52994,Plantae,Montiaceae
21341692,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
21341693,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Primula hendersonii,Henderson's shooting star,487175,Plantae,Primulaceae
21341695,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Ranunculus californicus,California buttercup,52173,Plantae,Ranunculaceae
21341698,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Stellaria media,common chickweed,53298,Plantae,Caryophyllaceae
21341699,2019-03-17,needs_id,"Edgewood Park & Nature Preserve, CA, USA",,Plantae,plants,47126,Plantae,
21341700,2019-03-17,needs_id,"Edgewood Park & Nature Preserve, CA, USA",,Nemophila heterophylla,White nemophila,53158,Plantae,Boraginaceae
21341701,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
21341703,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Marah fabacea,California manroot,205330,Plantae,Cucurbitaceae
21341704,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
21341705,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Toxicodendron diversilobum,Pacific poison oak,51080,Plantae,Anacardiaceae
21341706,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
21341707,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Veronica persica,bird's-eye speedwell,55666,Plantae,Plantaginaceae
21341709,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
21341710,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Buteo lineatus,Red-shouldered Hawk,5206,Animalia,Accipitridae
21341711,2019-03-17,research,"Edgewood Park & Nature Preserve, CA, USA",,Bellis perennis,common daisy,55563,Plantae,Asteraceae
